CONDITION,FEVER,COUGH,RUNNY_NOSE,SNEEZING,RASH,VOMITING,WHEEZING,EAR_PAIN,STRAWBERRY_TONGUE,DEHYDRATION,LYMPH_SWELLING,HEADACHE,SORE_THROAT,NASAL_CONGESTION,EYE_REDNESS,ABDOMINAL_PAIN,DIARRHEA,LOSS_OF_APPETITE,BARKING_COUGH,ITCHY_EYES
Hand Foot Mouth,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Strep Throat,1,1,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Allergic Rhinitis,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2
Strep Throat,2,1,1,0,0,1,0,0,2,1,0,1,2,2,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
Influenza (Flu),2,2,1,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,0,0
Strep Throat,2,0,1,0,0,1,0,0,2,1,0,1,2,0,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronchiolitis,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,2,1,2,0,0,0,0,0,0,0
Bronchiolitis,1,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0
Bronchiolitis,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hand Foot Mouth,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0
Mumps,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Bronchiolitis,1,2,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0
Chickenpox,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Measles,2,2,1,0,2,1,0,0,0,1,2,2,1,0,1,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,1,0,1,2,1,0,0,0,1,0,0
Common Cold,1,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0
Influenza (Flu),2,2,1,0,0,2,0,0,0,1,0,1,2,1,0,0,0,1,0,0
Ear Infection,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Mumps,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Influenza (Flu),2,1,1,0,0,1,0,0,0,1,0,2,1,1,0,0,0,2,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Allergic Rhinitis,0,0,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,0,1,2,0,0,0,0,2,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Whooping Cough,2,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Conjunctivitis,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Allergic Rhinitis,0,1,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,0,0,0,0,1,0,0
Allergic Rhinitis,0,1,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,0,1,2,0,0,0,0,1,0,0
RSV,1,2,2,0,0,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0
Hand Foot Mouth,2,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Scarlet Fever,2,1,0,0,2,0,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Scarlet Fever,2,1,0,0,1,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,2,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Measles,2,2,1,0,2,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Mumps,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Measles,2,1,0,0,2,1,0,0,0,1,1,2,1,1,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Croup,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Croup,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Strep Throat,2,1,2,0,0,1,0,0,2,0,1,1,2,1,0,0,0,1,0,0
Hand Foot Mouth,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Bronchiolitis,1,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hand Foot Mouth,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Hand Foot Mouth,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Influenza (Flu),2,2,1,0,0,1,0,0,0,2,0,2,2,1,0,0,0,1,0,0
Measles,2,2,2,0,2,1,0,0,0,1,1,2,1,1,1,0,0,1,0,0
Conjunctivitis,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Croup,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,0,1,2,1,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Whooping Cough,1,2,2,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Hand Foot Mouth,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strep Throat,2,0,1,0,0,1,0,0,1,1,1,1,2,1,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RSV,1,2,2,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0
Whooping Cough,1,1,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Measles,2,2,1,0,2,1,0,0,0,1,1,2,1,1,2,0,0,0,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Pneumonia,1,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Influenza (Flu),2,2,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Common Cold,1,1,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Croup,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Common Cold,2,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Gastroenteritis,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,1,0,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RSV,1,2,2,0,0,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0
Mumps,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Bronchiolitis,1,2,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0
Bronchiolitis,1,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Conjunctivitis,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
RSV,1,2,2,0,0,1,2,0,0,0,0,0,1,2,0,0,0,1,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Pneumonia,2,2,0,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Whooping Cough,1,2,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Influenza (Flu),2,2,2,0,0,1,0,0,0,1,0,2,2,1,0,0,0,1,0,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pneumonia,2,2,0,0,0,1,2,0,0,2,0,1,2,1,0,0,0,1,0,0
Mumps,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,2,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Common Cold,0,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Measles,2,2,1,0,2,1,0,0,0,2,1,2,1,2,1,0,0,1,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,2,1,1,2,1,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Measles,2,2,1,0,2,1,0,0,0,1,1,2,1,1,0,0,0,1,0,0
Whooping Cough,1,2,2,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Measles,2,2,1,0,2,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,2,1,2,2,0,0,0,0,1,0,0
Fifth Disease,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSV,1,2,2,0,0,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0
Croup,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Scarlet Fever,2,1,0,0,1,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Whooping Cough,1,2,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Bronchiolitis,1,2,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
RSV,0,2,2,0,0,2,2,0,0,1,0,0,1,2,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0
RSV,1,2,1,0,0,2,2,0,0,2,0,0,1,1,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,2,1,2,1,0,0,0,1,0,0
Bronchiolitis,1,2,1,0,0,1,2,0,0,2,0,0,0,1,0,0,0,1,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,2,0,0
Bronchiolitis,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Whooping Cough,0,2,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Pneumonia,2,2,0,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Influenza (Flu),2,2,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0
Measles,2,2,1,0,2,1,0,0,0,1,2,2,2,2,1,0,0,0,0,0
Conjunctivitis,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Allergic Rhinitis,0,1,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2
Whooping Cough,1,1,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,1,1,2,0,0,0,0,2,0,0
Pneumonia,2,2,0,0,0,1,2,0,0,1,0,1,1,1,0,0,0,1,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,0,1,2,0,0,0,0,1,0,0
Hand Foot Mouth,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Strep Throat,2,2,2,0,0,0,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0
Influenza (Flu),2,2,0,0,0,1,0,0,0,1,0,2,2,1,0,0,0,1,0,0
RSV,1,2,2,0,0,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Croup,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Measles,2,2,2,0,2,1,0,0,0,1,1,2,1,1,1,0,0,1,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,2,1,2,0,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Hand Foot Mouth,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Bronchiolitis,2,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0
Measles,2,2,1,0,1,1,0,0,0,1,1,2,1,1,1,0,0,1,0,0
Ear Infection,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Scarlet Fever,2,1,0,0,2,0,0,0,2,1,1,1,2,0,0,0,0,1,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Measles,2,2,1,0,2,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarlet Fever,2,1,0,0,2,1,0,0,2,1,1,0,2,0,0,0,0,1,0,0
Ear Infection,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Ear Infection,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Influenza (Flu),2,2,1,0,0,1,0,0,0,1,0,2,2,1,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,1,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Allergic Rhinitis,0,1,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1
Bronchiolitis,2,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Strep Throat,2,1,2,0,0,2,0,0,2,1,1,1,2,2,0,0,0,1,0,0
Conjunctivitis,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Strep Throat,2,2,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,0,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,0,0,0
Scarlet Fever,2,1,0,0,1,1,0,0,2,1,1,1,2,0,0,0,0,1,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Whooping Cough,2,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Strep Throat,2,1,1,0,0,1,0,0,1,1,1,1,2,1,0,0,0,0,0,0
Conjunctivitis,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Hand Foot Mouth,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Conjunctivitis,1,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Measles,2,2,1,0,2,1,0,0,0,1,0,2,1,1,1,0,0,1,0,0
Allergic Rhinitis,0,0,2,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whooping Cough,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Conjunctivitis,1,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Measles,2,2,1,0,2,1,0,0,0,2,1,2,1,1,1,0,0,2,0,0
Gastroenteritis,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Fifth Disease,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Bronchiolitis,1,2,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Conjunctivitis,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,2,0,0,0,1,0,0
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Common Cold,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Influenza (Flu),1,2,1,0,0,1,0,0,0,2,0,2,2,1,0,0,0,1,0,0
Ear Infection,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Asthma,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,2,1,1,0,0,0,1,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Strep Throat,2,1,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,0,0,0
Allergic Rhinitis,0,1,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2
Influenza (Flu),2,2,1,0,0,2,0,0,0,1,0,2,2,1,0,0,0,1,0,0
Conjunctivitis,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Whooping Cough,0,2,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Strep Throat,1,1,1,0,0,1,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Allergic Rhinitis,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
Mumps,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,2,1,1,0,0,0,1,0,0
Croup,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Ear Infection,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,1,1,0,0,0,1,0,0
Gastroenteritis,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,0
Allergic Rhinitis,0,1,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2
UTI,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,2,0,1,2,1,0,0,0,1,0,0
Measles,2,2,1,0,2,1,0,0,0,1,1,2,1,1,1,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,1,0,1,1,1,0,0,0,1,0,0
Pneumonia,2,1,1,0,0,1,2,0,0,2,0,0,1,1,0,0,0,1,0,0
Whooping Cough,1,2,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Chickenpox,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Fifth Disease,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strep Throat,2,1,1,0,0,0,0,0,2,1,1,1,2,1,0,0,0,1,0,0
Pneumonia,2,2,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0
RSV,1,2,2,0,0,1,2,0,0,1,0,0,1,2,0,0,0,0,0,0
Mumps,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Influenza (Flu),2,2,1,0,0,1,0,0,0,1,0,2,2,1,0,0,0,1,0,0
Croup,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Bronchiolitis,1,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,2,0,0
